Year,Country,Quality of Life Rank,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index
2021.01,Jordan,54,114.04,33.13,59.27,65.38,52.17,8.03,41.41,76.09,89.05
2021.01,Kazakhstan,72,96.42,34.92,45.98,60.09,29.76,9.63,33.64,72.62,39.78
2014.06,Spain,25,121.24,71.23,65.94,74.23,75.68,10.38,30.89,50.22,
2021.01,Kenya,80,75.77,27.67,38.6,55.83,36.3,27.27,57.39,75.88,99.79
2015.06,Spain,20,178.77,114.82,67.61,74.21,56.55,8.52,28.72,46.15,
2021.01,Kuwait,55,113.98,75.32,65.96,58.97,49.4,13.18,33.72,66.72,20.22
2016.06,Spain,8,184.69,94.8,67.88,76.55,57.01,8.7,30.8,40.37,89.25
2021.01,Latvia,30,147.59,45.94,62.79,62.18,52.87,8.48,31.16,33.91,74.7
2017.06,Spain,11,165.67,78.18,69.96,76.34,60.64,7.9,32.12,38.35,91.61
2021.01,Lebanon,73,94.47,29.49,53.04,63.29,75.88,14.07,39.06,89.35,94.74
2018.06,Spain,17,174.45,90.44,63.23,77.87,55.43,8.61,31.9,38.59,93.98
2021.01,Lithuania,19,160.02,54.6,66.16,70.97,47.66,10.97,25.67,27.01,69.86
2019.06,Spain,15,173.56,79.81,68.93,78.42,54.74,9.48,29.3,39.16,94.55
2021.01,Malaysia,52,116.94,56.1,42.11,69.59,39.51,9.92,37,62.58,59.11
2020.06,Spain,16,167.05,67.73,67.67,78.69,55.27,9.55,29.38,40.37,93.98
2021.01,Mexico,49,120.29,35.54,45,72.51,35.05,10.46,39.02,61.24,86.63
2021.06,Spain,18,163.48,58.5,66.68,78.85,56.64,9.22,29.28,39.73,93.65
2021.01,Morocco,64,104.42,32.17,50.9,45.81,36.85,13.49,36.3,70.38,90.04
2022.06,Spain,15,173.01,77.29,65.03,78.14,47.51,7.49,29.2,39.08,93.65
2021.01,Netherlands,3,183.31,83.89,72.78,75.76,78.64,7.35,27.81,25.28,87.11
2021.01,New Zealand,9,175.77,81.44,57.74,73.58,79.14,8.09,30.7,23.81,96.35
2021.01,Nigeria,83,52,9.78,36.14,48.89,29.74,17.74,61.68,87.35,60.75
2019.06,Sri Lanka,69,89.48,25.59,59.85,72.98,32.95,29.6,55.54,58.38,59.11
2021.01,North Macedonia,58,108.47,31.97,61.41,56.49,34.15,12.67,27.22,80.03,76.3
2020.06,Sri Lanka,77,80.36,21.42,59.77,72.44,32.93,34.98,56.95,60.03,59.11
2021.01,Norway,10,173.57,79.43,66.65,75.5,106.09,8.49,26.87,18.14,68.68
2021.06,Sri Lanka,80,75.52,18.43,58.61,72.72,30.41,38.56,56.74,59.97,59.11
2021.01,Oman,12,172.08,84.45,79.74,58.42,50.18,5.75,23.02,37.59,67.22
2022.06,Sri Lanka,85,68.9,15.28,59.03,72.02,22.41,44.39,56.89,60.25,59.11
2021.01,Pakistan,61,105.14,27.28,56.14,60.52,21.59,12.62,37.8,73.36,73.63
2021.01,Panama,57,110.32,32.05,54.15,60.43,54.07,12.33,37.55,59.77,67.84
2021.01,Peru,77,83.3,28.81,33.39,56.38,36.26,16.88,48.81,82.69,97.69
2014.06,Sweden,5,176.56,101.91,58.02,77.14,98.53,9.68,32.4,17.17,
2021.01,Philippines,79,78.39,19.71,57.84,67.09,40.65,30.14,44.04,74.06,61.03
2015.06,Sweden,5,237.19,156.16,57.05,75.17,73.86,8.4,28.25,18.63,
2021.01,Poland,38,132.65,47.09,70.68,58.25,42.04,14.03,31.34,54.33,75.9
2016.06,Sweden,12,177.93,117.26,54.86,74.71,77.63,11.79,31,16.59,55.18
2021.01,Portugal,18,161.91,44.96,70.11,71.93,52.88,12.65,29.64,29.57,97.72
2017.06,Sweden,12,159.9,94.77,50.65,70.56,83.32,11.58,30.2,19.16,73.67
2021.01,Puerto Rico,41,130.77,69.22,36.65,55.57,69.51,3.56,34.16,50.45,71.25
2018.06,Sweden,13,181.38,120.86,50.12,68.97,70.39,9.59,30.98,18.48,74.46
2021.01,Qatar,25,154.58,93.12,87.71,73,64.23,5.97,30.45,60.18,36.03
2019.06,Sweden,10,180.52,112.75,52.79,69.41,70.11,9.61,30.04,17.45,73.58
2021.01,Romania,40,131.71,45.19,71.65,56.09,38.5,10.66,34.13,58.42,77.69
2020.06,Sweden,13,172.18,94.04,52.57,69.15,72.31,8.98,30.29,19.05,73.97
2021.01,Russia,67,101.67,34.61,59.87,58.44,33.17,11.14,44.6,62.32,38.46
2021.06,Sweden,13,170.19,85.44,52,68.82,75.89,7.71,29.77,18.46,74.92
2021.01,Saudi Arabia,31,147.37,88.18,74.07,60.71,49.95,2.57,28.45,64.13,45.98
2022.06,Sweden,14,173.71,94.93,51.23,68.81,61.77,9.52,29.42,17.96,74.92
2021.01,Serbia,53,116.24,35.83,61.74,51.62,39.19,17.08,31.1,61.2,83.23
2021.01,Singapore,34,143.82,83.62,67.02,70.88,85.59,19.38,41.19,33.16,57.45
2021.01,Slovakia,29,149.68,50.39,70.26,60.89,49.08,11.14,27.81,39.08,78.13
2014.06,Switzerland,1,208.51,137.03,71.8,68.04,142.49,7.01,25.71,26.02,
2021.01,Slovenia,14,168.2,56.14,78.21,65.28,59.38,10.89,26.79,22.65,77.56
2015.06,Switzerland,1,285.77,210,73.77,66.48,124.51,8.06,24.86,24.34,
2021.01,South Africa,39,132.19,72.92,22.93,63.89,41.69,3.96,39.3,56.96,95.25
2016.06,Switzerland,2,196.44,153.9,75.6,69.93,125.67,9.27,27.37,21.73,63.37
2021.01,South Korea,42,130.02,76.6,73.14,82.34,81.2,23.63,39.88,61.85,68.39
2017.06,Switzerland,6,172.86,114.6,78.44,71.74,138.16,10.42,28.87,22.43,79.63
2021.01,Spain,16,164.48,62.68,66.87,78.8,59.09,9.59,29.38,39.62,93.18
2018.06,Switzerland,3,193.97,130.09,77.92,72.24,119.98,10.6,29.37,22.9,79.9
2021.01,Sri Lanka,78,79.78,20.77,58.81,72.63,31.28,35.01,57.2,59.92,59.11
2019.06,Switzerland,2,196.08,127.76,78.82,73.23,122.67,9.11,29.12,21.31,79.24
2021.01,Sweden,13,171.4,90.55,52.8,68.8,79.17,8.56,29.89,18.44,74.92
2020.06,Switzerland,2,190.92,114.83,78.42,73.1,125.69,8.52,28.93,21.89,80.05
2021.01,Switzerland,1,190.82,110.96,78.65,74.47,131.75,8.42,28.73,20.09,80.05
2021.06,Switzerland,1,188.36,102.77,78.38,74.08,125.02,8.18,28.67,19.86,80.05
2021.01,Taiwan,35,138.82,56.08,84.76,86.39,65.25,23.63,31.28,62.92,81.6
2022.06,Switzerland,1,195.06,116.19,77.88,75.32,110.34,8.86,28.37,19.39,79.56
2021.01,Thailand,69,100.29,31.36,60.62,78.08,49.32,22.16,39.19,75.39,69.45
2021.01,Turkey,45,125.97,35.35,60.47,70.71,31.48,8.21,44.64,66.15,93.26
2014.06,Taiwan,37,94.01,65.72,78.56,82.32,59.37,24.14,25.14,64.07,
2021.01,Ukraine,59,107.35,30.1,51.72,53.43,29.21,10.77,37.9,64.31,70.77
2016.06,Taiwan,29,150.62,113.24,80.48,84.72,57.36,15.54,33.57,64.3,35.71
2021.01,United Arab Emirates,24,156.03,85.74,84.65,68.02,61.67,4.93,36.31,50.44,45.23
2017.06,Taiwan,22,149.97,94.89,81.69,82.75,66.8,13.83,35.82,62.86,75.22
2021.01,United Kingdom,21,158.99,82.56,54.74,74.93,71.03,9.57,34.44,40.25,88.04
2018.06,Taiwan,27,159.47,102.07,78.58,85.34,59.69,17.5,32.69,63.91,82.9
2021.01,United States,15,166.98,102.58,52.26,69.03,71.92,3.99,32.89,38.89,77.28
2019.06,Taiwan,34,146.59,74.16,83.78,86.89,58.77,23.16,32.03,64.2,84.38
2021.01,Uruguay,47,124.63,30.62,48.78,67.66,51.09,17.33,37.74,45.67,98.04
2020.06,Taiwan,35,140.47,61.36,84.74,86.42,61.95,24.2,31.51,63.08,81.6
2021.01,Vietnam,75,88.38,27.26,53.91,58.28,38.05,20.59,29.61,85.92,71.09
2021.06,Taiwan,36,138.5,51.09,84.54,86.38,64.93,21.78,31.41,62.98,81.6
2022.01,Argentina,66,105.42,30.72,35.86,69.32,34.69,26.04,43.3,51.19,98.28
2022.06,Taiwan,36,143.83,61.78,83.85,86.04,55.95,19.73,31.68,64.88,81.6
2022.01,Australia,5,183.81,104.63,56.15,78.14,77.75,7.2,34.78,23.85,92.7
2022.01,Austria,8,179.16,77.25,73.92,76.75,71.04,10.75,25.55,21.73,77.15
2022.01,Azerbaijan,68,104.1,27.26,67.75,44.85,29.73,16.77,39.61,74.3,91.4
2014.06,Thailand,56,46.94,33.33,62.99,84.97,45.94,21.84,33,71.76,
2022.01,Bangladesh,85,67.59,25.3,36.55,42.25,33.13,13.54,55.92,84.99,71.29
2015.06,Thailand,46,68.85,57.34,60.34,80.73,42.75,18.19,44.12,72.11,
2022.01,Belarus,63,108.48,31.78,41.59,45.57,30.89,16.69,30.15,44.79,64.37
2016.06,Thailand,60,49.48,37.17,47.84,79.75,41.98,24.06,43.45,72.84,-36.92
2022.01,Belgium,29,151.86,79.72,54.62,75.49,72.61,7.09,36.89,50.11,86.03
2017.06,Thailand,55,82.02,28.61,51.12,80.57,47.2,25.95,41.09,72.83,51.85
2022.01,Bosnia And Herzegovina,45,127.07,44.1,57.77,54.3,36.12,10.78,25.99,60.92,80.48
2018.06,Thailand,58,103.92,43.99,51.59,79.21,44.55,21.52,39.76,72.56,69.21
2022.01,Brazil,65,107.04,27.85,32.99,57.84,33.24,16.26,41.28,53.84,97.15
2019.06,Thailand,61,104.54,39.87,58.71,78.44,49.86,21.72,38.45,74.04,69.45
2022.01,Bulgaria,43,130.09,45.96,61.26,56.41,38.38,7.68,29.42,64.28,82.76
2020.06,Thailand,69,101.64,33.02,59.99,78.04,48.97,21.59,38.54,75.26,69.45
2022.01,Canada,23,160.38,87.98,57.05,71.31,70.22,7.52,33.61,28.76,55.98
2021.06,Thailand,69,100.3,28.87,60.65,77.68,44.76,21.21,39.76,75.35,69.45
2022.01,Chile,73,100.15,33.27,46.02,63.97,43.9,17.17,35.82,78.54,90.21
2022.06,Thailand,73,101.85,30.82,61.08,77.57,38.62,21.55,39.07,75.37,69.45
2022.01,China,67,105.07,59.99,70.61,66.4,41.77,29.04,40.01,80.57,78.41
2022.06,Tunisia,57,117.33,28.62,56.06,57.26,25.48,11.15,32.51,69.91,94.52
2022.01,Colombia,69,103.54,28.85,42.29,67.19,26.72,16.89,47.8,62.98,88.3
2022.01,Costa Rica,50,122.07,39.88,46.14,62.75,47.01,10.64,60.19,44.66,99.48
2022.01,Croatia,25,159.21,47.55,75.87,64.06,48.94,13.92,26.89,31.19,89.05
2014.06,Turkey,54,64.51,49.61,58.42,60.25,53.64,7.22,50.71,73.52,
2022.01,Cyprus,34,147.1,57.31,67.88,51.98,59.03,6.4,22.93,56.85,93.34
2015.06,Turkey,39,111.83,77.61,62.83,73.47,44.53,6.55,46.91,69.17,
2022.01,Czech Republic,19,162.64,66.47,74.46,75.34,48.24,13.56,29.45,35.86,77.13
2016.06,Turkey,43,129.65,59.85,60.54,71.87,46.68,8.34,48.99,69.22,70.01
2022.01,Denmark,2,192.36,99.45,73.44,80.07,84.12,6.78,28.52,20.97,81.8
2017.06,Turkey,40,118.34,47.84,58.97,70.81,44.41,9.41,46.16,70.15,88.58
2022.01,Ecuador,52,118.84,31.76,42.76,69.26,37.34,12.48,38.87,58.22,94.51
2018.06,Turkey,44,127.93,53.18,59.34,69.74,35.52,9.54,45.55,69.03,92.92
2022.01,Egypt,80,89.87,21.54,53.43,47.01,29.52,12.04,48.36,83.64,91.98
2019.06,Turkey,46,126.46,44.44,60.14,69.9,35.66,8.89,44.45,68.63,93.26
2022.01,Estonia,12,174.19,63.46,76.18,73.33,53.68,9.25,24.51,19.75,64.28
2020.06,Turkey,45,126.4,38.04,60.5,70.36,32.44,8.48,44.86,66.22,93.26
2022.01,Finland,4,184.96,91.02,72.75,76.31,73.2,7.95,27.8,12.09,56.64
2021.06,Turkey,46,124.19,31.27,60.38,70.75,31.74,8.72,44.25,65.79,93.23
2022.01,France,26,156.65,85.41,47.59,80.18,74.13,9.94,35.25,42.44,89.7
2022.06,Turkey,54,119.53,28.04,60.11,70.7,28.38,11.91,44.01,65.1,90.4
2022.01,Georgia,51,121.14,31.15,75.7,54.25,30.18,12.03,35.4,69.28,84.2
2022.01,Germany,7,180.27,103.08,63.63,73.25,65.58,8.93,31.14,27.75,82.44
2022.01,Greece,44,129.24,39.73,52.59,57.31,56.22,10.12,33.8,51.94,94.18
2022.01,Hong Kong,75,98.42,65.74,78.08,66.34,80.71,46.93,42.56,67.57,83.64
2014.06,Ukraine,67,20.07,27.14,49.84,46.89,44.33,16.72,39.09,71.03,
2022.01,Hungary,39,137.15,51.98,65.71,53.44,40.66,10.88,35.55,47.89,80.29
2015.06,Ukraine,55,12.39,32.72,50.4,46.22,30.75,24.58,41.23,70.31,
2022.01,Iceland,6,182.26,77.06,76.47,66.36,94.86,6.36,19.77,15.83,68.81
2016.06,Ukraine,56,84.07,27.5,50.57,48.06,26.95,25.78,39.55,68.58,50.45
2022.01,India,60,110.99,49.72,55.37,65.66,24.43,10.16,46.52,73.05,65.13
2017.06,Ukraine,53,87.63,25.2,49.57,49.34,29.21,19.92,38.5,67.55,69.23
2022.01,Indonesia,78,90.36,21.07,53.88,60.44,35.85,21.92,43.46,67.17,68.48
2018.06,Ukraine,60,100.41,34.32,50,50.3,27.08,15.29,39.58,66.18,70.41
2022.01,Iran,86,64.89,17.98,50.89,52.3,37.39,33,47.12,75.4,65.69
2019.06,Ukraine,65,103.32,33.14,50.96,51.13,30.94,13.42,38.44,65.55,70.69
2022.01,Ireland,28,154.52,82.27,54.52,52.34,76.05,6.51,37.93,34.81,89.13
2020.06,Ukraine,61,105.26,30.9,51.16,52.69,30.05,11.88,38.32,65.14,71.14
2022.01,Israel,35,146.06,75.58,67.88,73.83,88.05,13.51,36.37,57.72,94.01
2021.06,Ukraine,59,107.8,30.28,52.58,53.7,31.2,11.21,37.83,63.59,70.69
2022.01,Italy,36,141.07,61.74,54.8,66.79,66.47,8.61,33.75,54.14,91.45
2022.06,Ukraine,60,112.06,36.29,53.43,55.22,30.7,11.31,37.87,62.26,70.69
2022.01,Japan,16,169.48,87.11,77.88,80.49,77.03,11.02,40.65,38.82,85.27
2022.01,Jordan,58,113.92,31.34,59.76,65.57,49.19,8.02,41.25,76.26,89.05
2022.01,Kazakhstan,76,93.77,32.23,46.55,59.99,28.68,10.48,34.73,73.4,39.78
2014.06,United Arab Emirates,10,160.99,102.01,79.48,59.14,67.79,5.55,31.84,54.62,
2022.01,Kenya,77,92.54,32.18,43.79,63.4,33.92,24.24,53.98,69.34,99.79
2015.06,United Arab Emirates,17,190.91,143.8,76.69,53.92,64.88,6.18,35.32,59.38,
2022.01,Kuwait,54,117.34,78.57,66.59,59.42,48.68,12.26,33.34,66.15,20.22
2016.06,United Arab Emirates,35,141.51,126.15,77.81,59.6,65.74,5.5,33.8,59.62,7.19
2022.01,Latvia,32,150.81,51.65,61.35,62.43,48.45,8.13,31.21,32.72,74.7
2017.06,United Arab Emirates,28,140.62,106.06,80.67,63.26,70.14,5.2,37.17,56.36,23.84
2022.01,Lebanon,74,99.35,35.12,53.13,62.75,69.62,12.2,38.53,89.27,94.74
2018.06,United Arab Emirates,15,176.22,142.26,82.51,69.9,54.56,3.87,39.84,53.91,45.84
2022.01,Lithuania,21,161.84,58.74,66.72,71.94,45.65,10.98,26.03,26.74,67.76
2019.06,United Arab Emirates,26,158.32,100.53,84.48,66.13,63.58,5.38,37.17,52.99,45.23
2022.01,Luxembourg,14,173.63,98.84,64.29,70.79,80.5,13.55,32.71,23.92,82.62
2020.06,United Arab Emirates,24,155.41,86.06,84.55,67.92,62.98,5.14,36.63,50.66,45.23
2022.01,Malaysia,53,117.98,55.3,44.29,70.14,37.02,9.78,37.22,62.11,57.48
2021.06,United Arab Emirates,24,156.94,84.93,84.77,68.22,58.94,4.49,36.23,49.93,45.23
2022.01,Malta,62,109.5,44.18,59.18,45.56,67.84,13.11,29.1,81.02,97.44
2022.06,United Arab Emirates,11,174.37,118.94,85.13,69.68,58.01,2.91,36.1,47.94,45.23
2022.01,Mexico,47,124.9,38.62,46.32,72.83,35.35,8.69,39.29,58.46,84.01
2022.01,Morocco,64,107.54,34.36,50.93,46.69,33.83,12.6,36.3,69.34,90.04
2022.01,Netherlands,3,185.38,87.99,72.12,75.56,75.66,7.15,27.4,25.07,87.11
2014.06,United Kingdom,16,146.17,90.04,59,72.76,103.14,7.8,34.63,35.96,
2022.01,New Zealand,9,176.81,83.63,56.7,73.32,74.52,7.96,30.78,23.62,96.69
2015.06,United Kingdom,15,193.42,133.64,57.08,73.68,86.68,8.25,34.44,33.81,
2022.01,Nigeria,87,52.44,9.34,36.16,48.49,30.49,16.11,61.97,88.32,60.75
2016.06,United Kingdom,13,177.73,109.78,57.63,74.3,72.73,9.54,34.35,34.24,78.72
2022.01,North Macedonia,61,109.6,35.44,59.13,55.83,31.38,12.49,26.3,79.69,76.3
2017.06,United Kingdom,16,156.8,92.5,58.99,74.26,76.02,11.1,35.45,36.92,87.75
2022.01,Norway,10,176.39,83.11,66.15,76.83,100.9,8.04,26.91,17.95,68.68
2018.06,United Kingdom,18,174.25,112.86,58.4,74.12,67.18,8.89,35.57,38.45,87.84
2022.01,Oman,13,173.68,84.24,80.01,58.23,49.42,4.59,22.76,37.21,67.22
2019.06,United Kingdom,18,166.73,100.46,56.36,74.88,65.33,9.82,34.75,40.63,87.71
2022.01,Pakistan,71,102.57,26.63,57.99,59.58,19.92,14.33,37.84,73.67,70.36
2020.06,United Kingdom,19,161.2,86.98,55.46,74.88,65.67,9.63,34.51,40.62,87.77
2022.01,Panama,57,114.32,33.09,56.08,61.15,51.43,11.18,37.12,58.72,67.84
2021.06,United Kingdom,23,156.94,77.47,53.93,75.11,70.64,9.46,34.4,40.1,88.21
2022.01,Peru,82,80.42,28.17,32.9,56.2,32.53,19.45,48.76,82.88,97.69
2022.06,United Kingdom,20,164.8,92.86,53.38,74.46,60.42,7.99,34.43,40.37,88.02
2022.01,Philippines,81,83.74,21.47,57.67,67.53,37.06,29.64,43.11,73.36,69.32
2022.01,Poland,38,140.02,59.95,70.21,57.76,38.95,11.21,31.81,54.74,76.03
2022.01,Portugal,20,162.52,46.8,69.42,71.97,47.94,12.25,29.85,30.48,97.77
2014.06,United States,2,187.79,125.63,49.84,68.15,76.97,2.41,36.2,35.97,
2022.01,Puerto Rico,41,133.77,72.78,37.8,57.72,66.53,4,34.16,50.03,71.25
2015.06,United States,10,220.38,156.46,50.21,67.13,73.38,3.39,34.98,33.34,
2022.01,Qatar,27,154.53,93.67,86.22,73.53,62.81,6.18,30.15,59.9,36.03
2016.06,United States,10,181.91,130.17,51.32,68.18,73.21,3.39,33.87,32.73,67.4
2022.01,Romania,42,133.38,48.12,71.21,56.21,35.24,10.44,33.56,58.64,77.62
2017.06,United States,9,167.5,114.73,51.5,68.53,77.23,3.12,34.78,31.44,76.09
2022.01,Russia,70,103.28,37.41,60.38,59.08,35.26,14.84,44.5,61.8,48.95
2018.06,United States,10,182.67,129.43,52.99,68.89,68.96,3.43,34.17,32.26,77.31
2022.01,Saudi Arabia,33,149.54,91.85,75.28,60.92,50.41,2.79,28.33,63.8,45.98
2019.06,United States,13,176.77,119.1,53.27,69.23,70.95,3.54,32.66,35.74,76.75
2022.01,Serbia,55,117.23,37.83,61.71,52.49,36.21,16.52,30.85,62.9,83.23
2020.06,United States,15,169.78,108.29,52.3,69.2,72.47,3.72,33.02,38.17,76.69
2022.01,Singapore,30,151.59,91.34,72.36,71.07,83.98,17.49,41.22,33.31,57.45
2021.06,United States,17,163.6,94.32,52.19,69.11,70.55,4.04,32.87,39.26,77.49
2022.01,Slovakia,31,151.16,54.7,69.82,60.33,44.68,11.18,28.21,39.08,78.13
2022.06,United States,19,167.19,99.88,51.59,68.93,69.92,4.58,32.88,35.72,77.07
2022.01,Slovenia,17,169.04,59.48,77.35,65.25,53.88,11.5,26.48,22.88,77.56
2022.01,South Africa,40,136.02,78.36,23.94,63.97,42.09,3.07,39.27,56.57,95.25
2014.06,Uruguay,35,100.17,39.1,56.18,67.92,72.63,10.84,45,21.33,
2022.01,South Korea,46,125.04,76.85,73.51,82.72,73.22,29.4,40.02,62.42,68.39
2019.06,Uruguay,45,127.01,39.82,47.67,66.15,54.91,15.84,40.37,45.56,98.04
2022.01,Spain,18,168.48,70.04,66.13,78.37,53.88,8.78,29.24,39.66,93.83
2020.06,Uruguay,47,124.8,33.77,46.98,67.36,46.66,17.76,37.74,45.8,98.04
2022.01,Sri Lanka,84,67.88,19.27,58.79,72.1,31.29,45.97,57.1,60.18,59.11
2021.06,Uruguay,48,122.42,27.43,48.27,67.76,50.55,18.49,37.31,45.39,98.04
2022.01,Sweden,11,175.3,98.14,51,68.71,71.74,7.81,29.43,18.32,74.92
2022.06,Uruguay,50,122.73,28.64,47.87,67.97,59.05,18.08,37.31,44.82,98.04
2022.01,Switzerland,1,195.27,118.44,78.32,74.85,123.35,8.29,28.5,19.59,80.21
2022.01,Taiwan,37,140.15,58.35,84.13,86.43,62.35,21.81,31.71,64.68,81.6
2014.06,Venezuela,76,-59.63,12.16,17.45,42.82,119.05,28.22,28.88,76.6,
2022.01,Thailand,72,100.97,31.56,60.69,77.65,43.21,21.74,39.62,75.52,69.45
2015.06,Venezuela,57,-40.72,21.48,14.81,36.62,82.81,20.04,39.42,80.27,
2022.01,Tunisia,56,114.56,27.83,55.71,56.54,27.87,11.75,32.7,70.84,93.24
2022.01,Turkey,48,124.05,32.88,60.31,70.83,28.31,10.27,44.18,65.49,93.8
2022.06,Venezuela,83,73.03,12.72,16.84,39.15,41.77,18.27,33.14,75.65,99.93
2014.06,Vietnam,72,-1.29,22.58,49.83,35.42,44.2,19.1,31,81.4,
2022.01,Ukraine,59,111.93,37.22,53.06,54.34,30.71,10.92,37.71,62.91,70.69
2016.06,Vietnam,61,31.48,24.06,46.55,42.25,39.11,28.87,33.79,88.41,-11.58
2022.01,United Arab Emirates,24,160.38,92.17,84.86,68.73,58.33,4.42,36.19,49.71,45.23
2022.01,United Kingdom,22,161.74,88.78,53.53,74.83,69.65,8.86,34.4,40.2,88.06
2018.06,Vietnam,65,86.04,35.57,49.54,54.49,36.91,20.07,32.79,87.53,71.24
2022.01,United States,15,170.72,106.34,51.84,69.06,70.13,3.96,32.85,35.33,76.78
2019.06,Vietnam,74,85.1,30.22,51.78,55.24,38.17,22.55,29.65,86.29,71.24
2022.01,Uruguay,49,122.26,30.07,48.56,68.36,52.07,20.08,37.31,45.19,98.04
2020.06,Vietnam,75,86.49,26.98,53.48,58.03,38.12,21.9,29.85,86.05,71.24
2022.01,Venezuela,83,77.43,15.41,16.42,39.31,43.2,14.35,34.1,75.38,99.93
2021.06,Vietnam,75,88.9,25.29,53.81,58.61,36.94,19.75,29.59,85.54,71.09
2022.01,Vietnam,79,89.95,29.38,54.19,58.92,37.48,20.54,29.83,85.52,71.24
2022.06,Vietnam,80,86.26,28.18,54.24,59.09,35.59,24.05,29.68,85.59,71.24
2023.01,Netherlands,1,196.7,107.8,72.7,77.1,68.6,7.2,25.5,23.7,86.8
2023.01,Denmark,2,194.7,105,73.4,79.2,78.6,6.6,28.5,21.3,81.8
2023.01,Switzerland,3,193.6,118.7,76.4,74.5,114.2,9.7,28.4,19.6,79.6
2023.01,Luxembourg,4,192.9,127.1,64.9,75,73.2,11.5,29.1,21.9,82.6
2023.01,Finland,5,190.5,98.8,73.2,77.1,67.5,7.8,27.2,12,59.2
2023.01,Iceland,6,187.5,90.1,75.1,67,83.3,7,20.6,15.2,68.8
2023.01,Austria,7,185.8,91.2,72.7,77.2,66,10.3,24.8,21.5,77.1
2023.01,Oman,8,184.7,108.2,80.3,58.2,47.8,3.6,22.6,37.2,67.2
2023.01,Australia,9,183,110.9,54.5,75.3,75.3,7.5,36.1,25.4,93.9
2023.01,Norway,10,182.7,95,66.5,76.7,88.6,8.1,26.7,17.7,68.7
2023.01,Germany,11,179,107.6,62.4,71.9,62.9,10.7,31.2,28.8,83.3
2023.01,New Zealand,12,176.7,93,54.2,71,72.9,9,31.4,24.2,96.4
2023.01,Japan,13,176.3,100.4,76.9,80.3,64.6,10.3,40,39.2,85.3
2023.01,Sweden,14,175.8,101.2,51.5,68.6,62.9,9.9,29.4,18,74.9
2023.01,United Arab Emirates,15,175.7,123.4,84.9,69.6,60.3,3,36.1,48.2,45.8
2023.01,Spain,16,173.8,82.5,64.3,77.9,50.6,7.8,29.1,39.6,93.7
2023.01,United States,17,172.7,115.7,51,68.6,72.4,4.5,33.1,36.1,77.3
2023.01,Estonia,18,171.9,61.4,74.9,74.1,54.8,11.8,23.8,17.9,64.3
2023.01,Slovenia,19,169.3,61.7,75.8,65.3,50.8,12.1,26.1,22.7,77.6
2023.01,Qatar,20,167.5,123.6,85.2,73.8,59.5,5.3,29.7,60,36
2023.01,United Kingdom,21,166.4,98.9,53.1,74.1,61.5,8.3,34.6,40.4,88.1
2023.01,Portugal,22,163.8,51.7,68.5,71.5,45.3,12.6,29.5,30.6,97.8
2023.01,Czech Republic,23,163.6,71.8,73.4,75.5,48.9,14.9,29.5,35.3,78
2023.01,Croatia,24,163.2,56.2,75.4,63.9,46.7,13.2,26.5,32,89.7
2023.01,Canada,25,162.3,102.1,55.7,70.4,66.1,9.4,33.7,29.1,53.2
2023.01,Lithuania,26,161.5,56.7,67,73.2,48.8,12.7,25,25.7,69.9
2023.01,Belgium,27,157.3,94.5,50.9,75.2,65.6,6.5,36.3,50.1,86
2023.01,Singapore,28,154.2,95.6,70.8,70.9,85.9,15.5,41.4,33.1,57.5
2023.01,Ireland,29,154,82.6,54.1,51.8,70.5,7.3,37.9,34.8,89.1
2023.01,France,30,153.8,86.2,44.7,79.4,68.7,11.8,35,42.9,89.7
2023.01,Latvia,31,153.2,52.9,62.3,62.4,50.9,8.1,29.7,31.5,74.7
2023.01,Saudi Arabia,32,151.8,101.9,75.4,61.2,50.6,3,29.4,63.3,41.4
2023.01,Slovakia,33,149.7,56.3,68.6,60.1,44.2,13.2,28.1,38.3,78.1
2023.01,Cyprus,34,148.5,54.8,68.6,54.7,55.9,6.8,22.9,55.3,93.3
2023.01,Israel,35,148.4,80.5,67.4,73.5,76.4,14.1,36.4,57.4,93.9
2023.01,Taiwan (China),36,147.8,71.3,83.8,85.9,54.2,20.1,32,64.9,83.5
2023.01,Italy,37,140.9,66.5,53.1,66.3,61.3,9.7,33.5,54.7,90.8
2023.01,Poland,38,139.9,64,70.8,57.6,38.6,13.3,32.1,54.5,76
2023.01,South Africa,39,138.8,83.9,24.6,63.7,37.8,3.4,39.1,56.4,95.3
2023.01,Hungary,40,134.3,53.1,66.1,54.4,39.2,14.6,35.6,47.7,79.5
2023.01,South Korea,41,133,85.5,74.5,83,70.4,26,39.8,62.3,68.4
2023.01,Romania,42,132.9,52.5,68,56.5,37.4,10.9,33.5,58.5,77.2
2023.01,Bulgaria,43,131.6,51.2,62,56.7,40.5,9.2,28.9,63.7,82.8
2023.01,Uruguay,44,131.4,38.4,47.3,68.4,59.9,13.7,37.3,43.9,98
2023.01,Bosnia And Herzegovina,45,128.6,48.6,57.1,54.9,35.1,11.4,27.1,60.6,82.3
2023.01,Greece,46,128.6,41.9,53,57.5,54.6,11.5,33.7,51.6,91.8
2023.01,Mexico,47,127,43.5,45.6,72.5,37.3,8.4,39.3,58.5,85.8
2023.01,Malaysia,48,126,65.7,47.1,70,35,8.1,37,61.7,57.9
