Matching Event,Pattern
Forest Fires,"{'country_b_id_fk': 44, 'start_year_a_fk': 1993, 'start_year_b_fk': 1991, 'pattern_length_fk': 27, 'indexes': 2, 'avg_corr': 0.92875, 'orgs': 1, 'Power': 3.85725, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Chile'}"
Anti-Corruption Measures,"{'country_b_id_fk': 140, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 26, 'indexes': 2, 'avg_corr': 0.9807161904761904, 'orgs': 1, 'Power': 3.7884297142857135, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Mexico'}"
Anti-Corruption Measures,"{'country_b_id_fk': 44, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 26, 'indexes': 2, 'avg_corr': 0.958745, 'orgs': 1, 'Power': 3.775247, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Chile'}"
Health Initiative Launch,"{'country_b_id_fk': 57, 'start_year_a_fk': 1993, 'start_year_b_fk': 1994, 'pattern_length_fk': 26, 'indexes': 2, 'avg_corr': 0.947095, 'orgs': 1, 'Power': 3.768257, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Czechia'}"
Presidential Election,"{'country_b_id_fk': 31, 'start_year_a_fk': 1990, 'start_year_b_fk': 1994, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.9851285714285714, 'orgs': 1, 'Power': 3.691077142857143, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Brazil'}"
Presidential Election,"{'country_b_id_fk': 10, 'start_year_a_fk': 1990, 'start_year_b_fk': 1991, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.9791366666666668, 'orgs': 1, 'Power': 3.687482, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Argentina'}"
Presidential Election,"{'country_b_id_fk': 31, 'start_year_a_fk': 1990, 'start_year_b_fk': 1990, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.976617142857143, 'orgs': 1, 'Power': 3.6859702857142858, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Brazil'}"
Presidential Election,"{'country_b_id_fk': 10, 'start_year_a_fk': 1990, 'start_year_b_fk': 1995, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.972552380952381, 'orgs': 1, 'Power': 3.683531428571429, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Argentina'}"
Presidential Election,"{'country_b_id_fk': 140, 'start_year_a_fk': 1990, 'start_year_b_fk': 1994, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.963279523809524, 'orgs': 1, 'Power': 3.6779677142857135, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Mexico'}"
Environmental Policy,"{'country_b_id_fk': 208, 'start_year_a_fk': 1993, 'start_year_b_fk': 1991, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.96183, 'orgs': 1, 'Power': 3.677098, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'South Korea'}"
Presidential Election,"{'country_b_id_fk': 44, 'start_year_a_fk': 1990, 'start_year_b_fk': 1992, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.960425, 'orgs': 1, 'Power': 3.676255, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Chile'}"
Infrastructure Development,"{'country_b_id_fk': 67, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.95743, 'orgs': 1, 'Power': 3.674458, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Estonia'}"
Environmental Policy,"{'country_b_id_fk': 67, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.95743, 'orgs': 1, 'Power': 3.674458, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Estonia'}"
Infrastructure Development,"{'country_b_id_fk': 202, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.95638, 'orgs': 1, 'Power': 3.673828, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Slovakia'}"
Renewable Energy Expansion,"{'country_b_id_fk': 243, 'start_year_a_fk': 2006, 'start_year_b_fk': 2008, 'pattern_length_fk': 16, 'indexes': 5, 'avg_corr': 0.95475, 'orgs': 1, 'Power': 3.67285, 'Sectors': ""['Sovereignty', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Vietnam'}"
International Sporting Event,"{'country_b_id_fk': 57, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.95452, 'orgs': 1, 'Power': 3.672712, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Czechia'}"
Infrastructure Development,"{'country_b_id_fk': 57, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.95452, 'orgs': 1, 'Power': 3.672712, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Czechia'}"
Vaccination Campaign,"{'country_b_id_fk': 181, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 16, 'indexes': 5, 'avg_corr': 0.954468, 'orgs': 1, 'Power': 3.6726808, 'Sectors': ""['Finance Economy Sector', 'Human Rights Development', 'Social Sector', 'Sovereignty', 'Political State Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Romania'}"
Presidential Election,"{'country_b_id_fk': 44, 'start_year_a_fk': 1990, 'start_year_b_fk': 1997, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.94778, 'orgs': 1, 'Power': 3.668668, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Chile'}"
Infrastructure Development,"{'country_b_id_fk': 176, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.943925, 'orgs': 1, 'Power': 3.666355, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Poland'}"
Environmental Policy,"{'country_b_id_fk': 57, 'start_year_a_fk': 1993, 'start_year_b_fk': 1994, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.93991, 'orgs': 1, 'Power': 3.663946, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Czechia'}"
Infrastructure Development,"{'country_b_id_fk': 13, 'start_year_a_fk': 1993, 'start_year_b_fk': 1991, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.93835, 'orgs': 1, 'Power': 3.66301, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Australia'}"
Infrastructure Development,"{'country_b_id_fk': 106, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.930335, 'orgs': 1, 'Power': 3.658201, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Israel'}"
International Sporting Event,"{'country_b_id_fk': 44, 'start_year_a_fk': 1993, 'start_year_b_fk': 1992, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.929145, 'orgs': 1, 'Power': 3.657487, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Chile'}"
Presidential Election,"{'country_b_id_fk': 14, 'start_year_a_fk': 1990, 'start_year_b_fk': 1992, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.9255614285714284, 'orgs': 1, 'Power': 3.655336857142857, 'Sectors': ""['Unknown']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Austria'}"
Environmental Policy,"{'country_b_id_fk': 106, 'start_year_a_fk': 1993, 'start_year_b_fk': 1996, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.921935, 'orgs': 1, 'Power': 3.653161, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Israel'}"
Environmental Policy,"{'country_b_id_fk': 110, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.91879, 'orgs': 1, 'Power': 3.651274, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'Japan'}"
International Sporting Event,"{'country_b_id_fk': 156, 'start_year_a_fk': 1993, 'start_year_b_fk': 1993, 'pattern_length_fk': 25, 'indexes': 2, 'avg_corr': 0.911915, 'orgs': 1, 'Power': 3.647149, 'Sectors': ""['Trade Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 101, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Indonesia', 'country_b_name': 'New Zealand'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 181, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 6, 'avg_corr': 0.9424166666666666, 'orgs': 1, 'Power': 3.86545, 'Sectors': ""['Political State Sector', 'Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Romania'}"
Economic Challenges,"{'country_b_id_fk': 176, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 17, 'indexes': 4, 'avg_corr': 0.9425275, 'orgs': 1, 'Power': 3.465516500000001, 'Sectors': ""['Political State Sector', 'Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Poland'}"
Economic Challenges,"{'country_b_id_fk': 113, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 4, 'avg_corr': 0.9400225, 'orgs': 1, 'Power': 3.2640135, 'Sectors': ""['Political State Sector', 'Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Kazakhstan'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 113, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 4, 'avg_corr': 0.9400225, 'orgs': 1, 'Power': 3.2640135, 'Sectors': ""['Political State Sector', 'Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Kazakhstan'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 206, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 4, 'avg_corr': 0.9309975, 'orgs': 1, 'Power': 3.2585985, 'Sectors': ""['Social Sector', 'Human Rights Development', 'Finance Economy Sector']"", 'event_correlation_score': 1, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'South Africa'}"
Natural Disasters,"{'country_b_id_fk': 113, 'start_year_a_fk': 2006, 'start_year_b_fk': 2009, 'pattern_length_fk': 13, 'indexes': 4, 'avg_corr': 0.93961, 'orgs': 1, 'Power': 3.063766, 'Sectors': ""['Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Kazakhstan'}"
Presidential Election,"{'country_b_id_fk': 177, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 16, 'indexes': 3, 'avg_corr': 0.92591, 'orgs': 1, 'Power': 3.055546, 'Sectors': ""['Political State Sector', 'Human Rights Development', 'Social Sector']"", 'event_correlation_score': 2, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Portugal'}"
Economic Challenges,"{'country_b_id_fk': 219, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.9792433333333334, 'orgs': 1, 'Power': 2.987546, 'Sectors': ""['Political State Sector', 'Human Rights Development', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Tajikistan'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 202, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.9704133333333332, 'orgs': 1, 'Power': 2.982248, 'Sectors': ""['Political State Sector', 'Human Rights Development', 'Social Sector']"", 'event_correlation_score': 3, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Slovakia'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 131, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.9702033333333334, 'orgs': 1, 'Power': 2.982122, 'Sectors': ""['Political State Sector', 'Human Rights Development', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Malaysia'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 203, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.96229, 'orgs': 1, 'Power': 2.977374, 'Sectors': ""['Political State Sector', 'Human Rights Development', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Slovenia'}"
COVID-19 Pandemic Response,"{'country_b_id_fk': 57, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.95713, 'orgs': 1, 'Power': 2.974278, 'Sectors': ""['Political State Sector', 'Human Rights Development', 'Social Sector']"", 'event_correlation_score': 1, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Czechia'}"
Economic Challenges,"{'country_b_id_fk': 195, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.9425733333333334, 'orgs': 1, 'Power': 2.965544, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 102, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Iran', 'country_b_name': 'Saudi Arabia'}"
