Country,Year,Merchandise exports (current US$)
Europe & Central Asia,1986,1047758468852.32
Europe & Central Asia,1985,866804450929.968
Europe & Central Asia,1984,824465398291.474
Europe & Central Asia,1983,798370618531.487
Europe & Central Asia,1982,815345705861.835
Europe & Central Asia,1981,845733590298.097
Europe & Central Asia,1980,905902450465.716
Europe & Central Asia,1979,792581161050.274
Europe & Central Asia,1978,636219309397.054
Europe & Central Asia,1977,527254059501.024
Europe & Central Asia,1976,458547749135.96
Europe & Central Asia,1975,418104056611.678
Europe & Central Asia,1974,383920162711.842
Europe & Central Asia,1973,293268409836.44
Europe & Central Asia,1972,214961829023.693
Europe & Central Asia,1971,178111065829.043
Europe & Central Asia,1970,157011355965.124
Europe & Central Asia,1969,135723450505.529
Europe & Central Asia,1968,117105856943.109
Europe & Central Asia,1967,105115272923.525
Europe & Central Asia,1966,99254816172.8297
Europe & Central Asia,1965,90999455713.7535
Europe & Central Asia,1964,82184098604.1311
Europe & Central Asia,1963,73549253231.9429
Europe & Central Asia,1962,67459801131.0676
Europe & Central Asia,1961,64052184553.436
Europe & Central Asia,1960,59316835809.9573
Europe & Central Asia (excluding high income),2022,1184099322416.05
Europe & Central Asia (excluding high income),2021,1037258630793.03
Europe & Central Asia (excluding high income),2020,740851564112.694
Europe & Central Asia (excluding high income),2019,868873632993.952
Europe & Central Asia (excluding high income),2018,886333416490.58
Europe & Central Asia (excluding high income),2017,745343338318.457
Europe & Central Asia (excluding high income),2016,619154401614.734
Europe & Central Asia (excluding high income),2015,698346312055.082
Europe & Central Asia (excluding high income),2014,958020691924.64
Europe & Central Asia (excluding high income),2013,998086437296.208
Europe & Central Asia (excluding high income),2012,1002420113857.84
Europe & Central Asia (excluding high income),2011,972736780862.969
Europe & Central Asia (excluding high income),2010,744116580649.429
Europe & Central Asia (excluding high income),2009,585620690552.639
Europe & Central Asia (excluding high income),2008,879099948962.52
Europe & Central Asia (excluding high income),2007,664754565148.939
Europe & Central Asia (excluding high income),2006,545387841974.932
Europe & Central Asia (excluding high income),2005,439927224582.894
Europe & Central Asia (excluding high income),2004,347329265028.377
Europe & Central Asia (excluding high income),2003,255985135871.419
Europe & Central Asia (excluding high income),2002,200137482480.42
Europe & Central Asia (excluding high income),2001,185758470338.333
Europe & Central Asia (excluding high income),2000,182932537316.189
Europe & Central Asia (excluding high income),1999,141106093213.325
Europe & Central Asia (excluding high income),1998,141563229437.496
Europe & Central Asia (excluding high income),1997,158708371858.432
Europe & Central Asia (excluding high income),1996,156671024163.127
Europe & Central Asia (excluding high income),1995,144320237263.978
Europe & Central Asia (excluding high income),1994,115519641535.424
Europe & Central Asia (excluding high income),1993,84807385233.0668
Europe & Central Asia (excluding high income),1992,84082657072.7967
Europe & Central Asia (excluding high income),1991,
Europe & Central Asia (excluding high income),1990,
Europe & Central Asia (excluding high income),1989,
Europe & Central Asia (excluding high income),1988,
Europe & Central Asia (excluding high income),1987,
Europe & Central Asia (excluding high income),1986,
Europe & Central Asia (excluding high income),1985,
Europe & Central Asia (excluding high income),1984,
Europe & Central Asia (excluding high income),1983,
Europe & Central Asia (excluding high income),1982,
Europe & Central Asia (excluding high income),1981,
Europe & Central Asia (excluding high income),1980,
Europe & Central Asia (excluding high income),1979,
Europe & Central Asia (excluding high income),1978,
Europe & Central Asia (excluding high income),1977,
Europe & Central Asia (excluding high income),1976,
Europe & Central Asia (excluding high income),1975,
Europe & Central Asia (excluding high income),1974,
Europe & Central Asia (excluding high income),1973,
Europe & Central Asia (excluding high income),1972,
Europe & Central Asia (excluding high income),1971,
Europe & Central Asia (excluding high income),1970,
Europe & Central Asia (excluding high income),1969,
Europe & Central Asia (excluding high income),1968,
Europe & Central Asia (excluding high income),1967,
Europe & Central Asia (excluding high income),1966,
Europe & Central Asia (excluding high income),1965,
Europe & Central Asia (excluding high income),1964,
Europe & Central Asia (excluding high income),1963,
Europe & Central Asia (excluding high income),1962,
Europe & Central Asia (excluding high income),1961,
Europe & Central Asia (excluding high income),1960,
Europe & Central Asia (IDA & IBRD countries),2022,1666663299484.1
Europe & Central Asia (IDA & IBRD countries),2021,1487178575854.05
Europe & Central Asia (IDA & IBRD countries),2020,1102629766737.96
Europe & Central Asia (IDA & IBRD countries),2019,1229529132973.05
Europe & Central Asia (IDA & IBRD countries),2018,1246970880258.62
Europe & Central Asia (IDA & IBRD countries),2017,1066550741135.16
Europe & Central Asia (IDA & IBRD countries),2016,900335911734.531
Europe & Central Asia (IDA & IBRD countries),2015,970990295040.041
Europe & Central Asia (IDA & IBRD countries),2014,1261601378842.08
Europe & Central Asia (IDA & IBRD countries),2013,1281517225074.37
Europe & Central Asia (IDA & IBRD countries),2012,1257945755084.97
Europe & Central Asia (IDA & IBRD countries),2011,1237754786648.74
Europe & Central Asia (IDA & IBRD countries),2010,965194720758.45
Europe & Central Asia (IDA & IBRD countries),2009,773075385078.992
Europe & Central Asia (IDA & IBRD countries),2008,1113156442482.98
Europe & Central Asia (IDA & IBRD countries),2007,857698973234.124
Europe & Central Asia (IDA & IBRD countries),2006,698960464670.077
Europe & Central Asia (IDA & IBRD countries),2005,565847273840.686
Europe & Central Asia (IDA & IBRD countries),2004,454033365777.618
Europe & Central Asia (IDA & IBRD countries),2003,333641941364.0
Europe & Central Asia (IDA & IBRD countries),2002,260081250069.75
Europe & Central Asia (IDA & IBRD countries),2001,237804769104.678
Europe & Central Asia (IDA & IBRD countries),2000,229462710024.354
Europe & Central Asia (IDA & IBRD countries),1999,181283908241.976
Europe & Central Asia (IDA & IBRD countries),1998,182615808165.4
Europe & Central Asia (IDA & IBRD countries),1997,196793771690.166
Europe & Central Asia (IDA & IBRD countries),1996,193758090832.832
Europe & Central Asia (IDA & IBRD countries),1995,179579116761.842
Europe & Central Asia (IDA & IBRD countries),1994,143113556263.538
Europe & Central Asia (IDA & IBRD countries),1993,107738375141.088
Europe & Central Asia (IDA & IBRD countries),1992,107674710728.966
Europe & Central Asia (IDA & IBRD countries),1991,
Europe & Central Asia (IDA & IBRD countries),1990,
Europe & Central Asia (IDA & IBRD countries),1989,
Europe & Central Asia (IDA & IBRD countries),1988,
Europe & Central Asia (IDA & IBRD countries),1987,
Europe & Central Asia (IDA & IBRD countries),1986,
Europe & Central Asia (IDA & IBRD countries),1985,
Europe & Central Asia (IDA & IBRD countries),1984,
Europe & Central Asia (IDA & IBRD countries),1983,
Europe & Central Asia (IDA & IBRD countries),1982,
Europe & Central Asia (IDA & IBRD countries),1981,
Europe & Central Asia (IDA & IBRD countries),1980,
Europe & Central Asia (IDA & IBRD countries),1979,
Europe & Central Asia (IDA & IBRD countries),1978,
Europe & Central Asia (IDA & IBRD countries),1977,
Europe & Central Asia (IDA & IBRD countries),1976,
Europe & Central Asia (IDA & IBRD countries),1975,
Europe & Central Asia (IDA & IBRD countries),1974,
Europe & Central Asia (IDA & IBRD countries),1973,
Europe & Central Asia (IDA & IBRD countries),1972,
Europe & Central Asia (IDA & IBRD countries),1971,
Europe & Central Asia (IDA & IBRD countries),1970,
Europe & Central Asia (IDA & IBRD countries),1969,
Europe & Central Asia (IDA & IBRD countries),1968,
Europe & Central Asia (IDA & IBRD countries),1967,
Europe & Central Asia (IDA & IBRD countries),1966,
Europe & Central Asia (IDA & IBRD countries),1965,
Europe & Central Asia (IDA & IBRD countries),1964,
Europe & Central Asia (IDA & IBRD countries),1963,
Europe & Central Asia (IDA & IBRD countries),1962,
Europe & Central Asia (IDA & IBRD countries),1961,
Europe & Central Asia (IDA & IBRD countries),1960,
European Union,2022,7153074000000.0
European Union,2021,6647170000000.0
European Union,2020,5475084000000.0
European Union,2019,5825391000000.0
European Union,2018,5992948000000.0
European Union,2017,5466719000000.0
European Union,2016,4969739000000.0
European Union,2015,4929051000000.0
European Union,2014,5653032000000.0
European Union,2013,5536175000000.0
European Union,2012,5335779000000.0
European Union,2011,5585478000000.0
European Union,2010,4769308000000.0
European Union,2009,4257814000000.0
European Union,2008,5482737000000.0
European Union,2007,4924317000000.0
European Union,2006,4155400000000.0
European Union,2005,3691903000000.0
European Union,2004,3422983000000.0
European Union,2003,2851237000000.0
European Union,2002,2363858000000.0
European Union,2001,2203120000000.0
European Union,2000,2173075000000.0
European Union,1999,2090572000000.0
European Union,1998,2090752144359.79
European Union,1997,1977061281392.51
European Union,1996,2005870099222.53
European Union,1995,1942363720191.65
European Union,1994,1570094302251.4
European Union,1993,1370865624739.59
European Union,1992,1475087735411.94
European Union,1991,1381437283351.59
European Union,1990,1402165349397.44
European Union,1989,1176927513290.18
European Union,1988,1109212821081.05
European Union,1987,999216937358.512
European Union,1986,837531250167.325
European Union,1985,675100639284.864
European Union,1984,645830781579.064
European Union,1983,625531610991.827
European Union,1982,636281085591.373
European Union,1981,659338731180.846
European Union,1980,708347938033.168
European Union,1979,633655793915.759
European Union,1978,507230956783.838
European Union,1977,423302887566.882
European Union,1976,371596154014.337
European Union,1975,337601674230.24
European Union,1974,311882619452.849
European Union,1973,237172416579.288
European Union,1972,171769245157.624
European Union,1971,139979062296.344
European Union,1970,123211507209.105
European Union,1969,105223857409.338
European Union,1968,90440508154.3127
European Union,1967,80470946086.0856
European Union,1966,74826456116.29
European Union,1965,68311759834.4144
European Union,1964,61301576430.6151
European Union,1963,54088232020.1045
European Union,1962,49431330277.3778
European Union,1961,46698814737.1108
European Union,1960,42827468887.0011
Fragile and conflict affected situations,2022,423558714228.881
Fragile and conflict affected situations,2021,360768665817.006
Fragile and conflict affected situations,2020,241107369637.436
Fragile and conflict affected situations,2019,344735112030.808
Fragile and conflict affected situations,2018,371650870770.4
Fragile and conflict affected situations,2017,291043345137.062
Fragile and conflict affected situations,2016,223631539016.168
Fragile and conflict affected situations,2015,272184156644.014
Fragile and conflict affected situations,2014,430001330537.78
Fragile and conflict affected situations,2013,472900679957.682
Fragile and conflict affected situations,2012,524398260652.35
Fragile and conflict affected situations,2011,487090974804.436
Fragile and conflict affected situations,2010,395126928969.178
Fragile and conflict affected situations,2009,309118094212.587
Fragile and conflict affected situations,2008,467178046495.652
Fragile and conflict affected situations,2007,349996670568.624
Fragile and conflict affected situations,2006,295263404786.334
Fragile and conflict affected situations,2005,247353435836.042
Fragile and conflict affected situations,2004,189371223961.673
Fragile and conflict affected situations,2003,130613753365.175
Fragile and conflict affected situations,2002,115671748088.963
Fragile and conflict affected situations,2001,111434082361.007
Fragile and conflict affected situations,2000,129002950720.87
Fragile and conflict affected situations,1999,88408479774.1722
Fragile and conflict affected situations,1998,72006652722.153
Fragile and conflict affected situations,1997,90588521098.3521
Fragile and conflict affected situations,1996,86942537152.3441
Fragile and conflict affected situations,1995,74329513786.8033
Fragile and conflict affected situations,1994,62531583082.947
Fragile and conflict affected situations,1993,58582617258.9411
Fragile and conflict affected situations,1992,60382145988.8678
Fragile and conflict affected situations,1991,63640460072.5246
Fragile and conflict affected situations,1990,83916645104.1675
