Country,Year,Merchandise imports (current US$)
Europe & Central Asia,1986,1035821904595.91
Europe & Central Asia,1985,878290744676.729
Europe & Central Asia,1984,841525818953.952
Europe & Central Asia,1983,827865509054.594
Europe & Central Asia,1982,861871180143.134
Europe & Central Asia,1981,910114148124.94
Europe & Central Asia,1980,1017150376963.32
Europe & Central Asia,1979,853807288374.005
Europe & Central Asia,1978,659279667304.448
Europe & Central Asia,1977,570818541617.0
Europe & Central Asia,1976,509783164837.857
Europe & Central Asia,1975,452354574605.702
Europe & Central Asia,1974,435406334906.137
Europe & Central Asia,1973,315916102267.718
Europe & Central Asia,1972,227414977363.177
Europe & Central Asia,1971,191008832800.173
Europe & Central Asia,1970,172140630680.157
Europe & Central Asia,1969,147195976066.374
Europe & Central Asia,1968,126315241909.208
Europe & Central Asia,1967,116107441707.151
Europe & Central Asia,1966,111470961028.719
Europe & Central Asia,1965,103344262950.256
Europe & Central Asia,1964,95322705671.008
Europe & Central Asia,1963,85086932601.0626
Europe & Central Asia,1962,76752887861.0524
Europe & Central Asia,1961,70413032432.2048
Europe & Central Asia,1960,65762587524.5481
Europe & Central Asia (excluding high income),2022,1025069981716.21
Europe & Central Asia (excluding high income),2021,923113047584.766
Europe & Central Asia (excluding high income),2020,734753823880.419
Europe & Central Asia (excluding high income),2019,768102587618.112
Europe & Central Asia (excluding high income),2018,765451821969.27
Europe & Central Asia (excluding high income),2017,726228334058.384
Europe & Central Asia (excluding high income),2016,606227891566.862
Europe & Central Asia (excluding high income),2015,626700933237.871
Europe & Central Asia (excluding high income),2014,842534196506.717
Europe & Central Asia (excluding high income),2013,916444903799.685
Europe & Central Asia (excluding high income),2012,888747620694.197
Europe & Central Asia (excluding high income),2011,865277886445.969
Europe & Central Asia (excluding high income),2010,668245349493.798
Europe & Central Asia (excluding high income),2009,537534245042.556
Europe & Central Asia (excluding high income),2008,796104567989.001
Europe & Central Asia (excluding high income),2007,623695190246.828
Europe & Central Asia (excluding high income),2006,474444815878.266
Europe & Central Asia (excluding high income),2005,377513442906.508
Europe & Central Asia (excluding high income),2004,307572540317.975
Europe & Central Asia (excluding high income),2003,230017263128.526
Europe & Central Asia (excluding high income),2002,177441621616.617
Europe & Central Asia (excluding high income),2001,155271545793.868
Europe & Central Asia (excluding high income),2000,154862316003.559
Europe & Central Asia (excluding high income),1999,127351479820.98
Europe & Central Asia (excluding high income),1998,157650064118.258
Europe & Central Asia (excluding high income),1997,177633772660.29
Europe & Central Asia (excluding high income),1996,167360443076.65
Europe & Central Asia (excluding high income),1995,145789670779.304
Europe & Central Asia (excluding high income),1994,109860541575.251
Europe & Central Asia (excluding high income),1993,98117516171.0821
Europe & Central Asia (excluding high income),1992,94021063650.8235
Europe & Central Asia (excluding high income),1991,
Europe & Central Asia (excluding high income),1990,
Europe & Central Asia (excluding high income),1989,
Europe & Central Asia (excluding high income),1988,
Europe & Central Asia (excluding high income),1987,
Europe & Central Asia (excluding high income),1986,
Europe & Central Asia (excluding high income),1985,
Europe & Central Asia (excluding high income),1984,
Europe & Central Asia (excluding high income),1983,
Europe & Central Asia (excluding high income),1982,
Europe & Central Asia (excluding high income),1981,
Europe & Central Asia (excluding high income),1980,
Europe & Central Asia (excluding high income),1979,
Europe & Central Asia (excluding high income),1978,
Europe & Central Asia (excluding high income),1977,
Europe & Central Asia (excluding high income),1976,
Europe & Central Asia (excluding high income),1975,
Europe & Central Asia (excluding high income),1974,
Europe & Central Asia (excluding high income),1973,
Europe & Central Asia (excluding high income),1972,
Europe & Central Asia (excluding high income),1971,
Europe & Central Asia (excluding high income),1970,
Europe & Central Asia (excluding high income),1969,
Europe & Central Asia (excluding high income),1968,
Europe & Central Asia (excluding high income),1967,
Europe & Central Asia (excluding high income),1966,
Europe & Central Asia (excluding high income),1965,
Europe & Central Asia (excluding high income),1964,
Europe & Central Asia (excluding high income),1963,
Europe & Central Asia (excluding high income),1962,
Europe & Central Asia (excluding high income),1961,
Europe & Central Asia (excluding high income),1960,
Europe & Central Asia (IDA & IBRD countries),2022,1583390527807.68
Europe & Central Asia (IDA & IBRD countries),2021,1416231666782.54
Europe & Central Asia (IDA & IBRD countries),2020,1115512353803.31
Europe & Central Asia (IDA & IBRD countries),2019,1158236640880.48
Europe & Central Asia (IDA & IBRD countries),2018,1160532415052.74
Europe & Central Asia (IDA & IBRD countries),2017,1070400943428.53
Europe & Central Asia (IDA & IBRD countries),2016,902268360957.346
Europe & Central Asia (IDA & IBRD countries),2015,913569552750.65
Europe & Central Asia (IDA & IBRD countries),2014,1166411885681.04
Europe & Central Asia (IDA & IBRD countries),2013,1219109288806.04
Europe & Central Asia (IDA & IBRD countries),2012,1178399701669.28
Europe & Central Asia (IDA & IBRD countries),2011,1174687514135.83
Europe & Central Asia (IDA & IBRD countries),2010,928295834826.309
Europe & Central Asia (IDA & IBRD countries),2009,762359646709.7
Europe & Central Asia (IDA & IBRD countries),2008,1119533722991.79
Europe & Central Asia (IDA & IBRD countries),2007,885245300872.885
Europe & Central Asia (IDA & IBRD countries),2006,674003961928.827
Europe & Central Asia (IDA & IBRD countries),2005,538267552066.729
Europe & Central Asia (IDA & IBRD countries),2004,446785068469.412
Europe & Central Asia (IDA & IBRD countries),2003,336708317006.741
Europe & Central Asia (IDA & IBRD countries),2002,261527263451.414
Europe & Central Asia (IDA & IBRD countries),2001,230405044720.456
Europe & Central Asia (IDA & IBRD countries),2000,225035922920.912
Europe & Central Asia (IDA & IBRD countries),1999,191714304898.575
Europe & Central Asia (IDA & IBRD countries),1998,224801813192.418
Europe & Central Asia (IDA & IBRD countries),1997,239976846865.292
Europe & Central Asia (IDA & IBRD countries),1996,223313984260.014
Europe & Central Asia (IDA & IBRD countries),1995,192056228317.823
Europe & Central Asia (IDA & IBRD countries),1994,144562757345.15
Europe & Central Asia (IDA & IBRD countries),1993,129205980593.577
Europe & Central Asia (IDA & IBRD countries),1992,123032876700.125
Europe & Central Asia (IDA & IBRD countries),1991,
Europe & Central Asia (IDA & IBRD countries),1990,
Europe & Central Asia (IDA & IBRD countries),1989,
Europe & Central Asia (IDA & IBRD countries),1988,
Europe & Central Asia (IDA & IBRD countries),1987,
Europe & Central Asia (IDA & IBRD countries),1986,
Europe & Central Asia (IDA & IBRD countries),1985,
Europe & Central Asia (IDA & IBRD countries),1984,
Europe & Central Asia (IDA & IBRD countries),1983,
Europe & Central Asia (IDA & IBRD countries),1982,
Europe & Central Asia (IDA & IBRD countries),1981,
Europe & Central Asia (IDA & IBRD countries),1980,
Europe & Central Asia (IDA & IBRD countries),1979,
Europe & Central Asia (IDA & IBRD countries),1978,
Europe & Central Asia (IDA & IBRD countries),1977,
Europe & Central Asia (IDA & IBRD countries),1976,
Europe & Central Asia (IDA & IBRD countries),1975,
Europe & Central Asia (IDA & IBRD countries),1974,
Europe & Central Asia (IDA & IBRD countries),1973,
Europe & Central Asia (IDA & IBRD countries),1972,
Europe & Central Asia (IDA & IBRD countries),1971,
Europe & Central Asia (IDA & IBRD countries),1970,
Europe & Central Asia (IDA & IBRD countries),1969,
Europe & Central Asia (IDA & IBRD countries),1968,
Europe & Central Asia (IDA & IBRD countries),1967,
Europe & Central Asia (IDA & IBRD countries),1966,
Europe & Central Asia (IDA & IBRD countries),1965,
Europe & Central Asia (IDA & IBRD countries),1964,
Europe & Central Asia (IDA & IBRD countries),1963,
Europe & Central Asia (IDA & IBRD countries),1962,
Europe & Central Asia (IDA & IBRD countries),1961,
Europe & Central Asia (IDA & IBRD countries),1960,
European Union,2022,7466570000000.0
European Union,2021,6508387000000.0
European Union,2020,5156001000000.0
European Union,2019,5544411000000.0
European Union,2018,5752013000000.0
European Union,2017,5161125000000.0
European Union,2016,4621872000000.0
European Union,2015,4609273000000.0
European Union,2014,5348796000000.0
European Union,2013,5258989000000.0
European Union,2012,5167075000000.0
European Union,2011,5558134000000.0
European Union,2010,4734658000000.0
European Union,2009,4196951000000.0
European Union,2008,5594618000000.0
European Union,2007,4932361000000.0
European Union,2006,4165395000000.0
European Union,2005,3644819000000.0
European Union,2004,3303655000000.0
European Union,2003,2738275000000.0
European Union,2002,2237896000000.0
European Union,2001,2142644000000.0
European Union,2000,2172471000000.0
European Union,1999,2028842000000.0
European Union,1998,2002907883608.39
European Union,1997,1873460682825.15
European Union,1996,1893022960706.25
European Union,1995,1841030992272.29
European Union,1994,1507486763110.6
European Union,1993,1319963741897.46
European Union,1992,1523618156153.88
European Union,1991,1455748364708.16
European Union,1990,1412497389247.72
European Union,1989,1160922702266.01
European Union,1988,1072039374907.5
European Union,1987,968472581769.696
European Union,1986,795902169255.822
European Union,1985,677221798849.767
European Union,1984,649654129488.523
European Union,1983,644025523903.78
European Union,1982,676774798166.201
European Union,1981,718246778462.831
European Union,1980,802701758999.024
European Union,1979,674478993647.839
European Union,1978,518936267122.778
European Union,1977,449722095787.443
European Union,1976,404357719110.245
European Union,1975,354102231678.872
European Union,1974,337662289661.902
European Union,1973,245104999506.222
European Union,1972,176548380813.714
European Union,1971,147196086557.127
European Union,1970,132503613207.394
European Union,1969,112449383547.49
European Union,1968,94125733360.2296
European Union,1967,85797108533.1949
European Union,1966,83070066579.5546
European Union,1965,76341411453.6441
European Union,1964,69026138302.1984
European Union,1963,61635426748.2365
European Union,1962,55094804655.4632
European Union,1961,49633965070.3451
European Union,1960,45409414529.4456
Fragile and conflict affected situations,2022,418972843353.71
Fragile and conflict affected situations,2021,348245684555.343
Fragile and conflict affected situations,2020,294862331212.306
Fragile and conflict affected situations,2019,367781948350.065
Fragile and conflict affected situations,2018,333837058112.871
Fragile and conflict affected situations,2017,292390620957.94
Fragile and conflict affected situations,2016,282721382064.807
Fragile and conflict affected situations,2015,349594991853.322
Fragile and conflict affected situations,2014,419942947521.712
Fragile and conflict affected situations,2013,443821917481.226
Fragile and conflict affected situations,2012,430268116263.308
Fragile and conflict affected situations,2011,399296774672.478
Fragile and conflict affected situations,2010,337202082351.334
Fragile and conflict affected situations,2009,288766348255.56
Fragile and conflict affected situations,2008,349205598578.203
Fragile and conflict affected situations,2007,268592861360.616
Fragile and conflict affected situations,2006,210564934099.941
Fragile and conflict affected situations,2005,180119377546.372
Fragile and conflict affected situations,2004,145027130653.612
Fragile and conflict affected situations,2003,102771713352.244
Fragile and conflict affected situations,2002,92450651440.6071
Fragile and conflict affected situations,2001,102325509867.579
Fragile and conflict affected situations,2000,89347035146.5726
Fragile and conflict affected situations,1999,82908360564.1214
Fragile and conflict affected situations,1998,86794918019.3316
Fragile and conflict affected situations,1997,86750089164.5639
Fragile and conflict affected situations,1996,79900657168.6597
Fragile and conflict affected situations,1995,74738041149.829
Fragile and conflict affected situations,1994,62464317727.0314
Fragile and conflict affected situations,1993,62587336444.766
Fragile and conflict affected situations,1992,61078793355.2572
Fragile and conflict affected situations,1991,56793232791.3081
Fragile and conflict affected situations,1990,53574284708.8547
