Country,Year,Net migration
Europe & Central Asia (excluding high income),2003,-86606.0
Europe & Central Asia (excluding high income),2002,-208464.0
Europe & Central Asia (excluding high income),2001,-273951.0
Europe & Central Asia (excluding high income),2000,-203529.0
Europe & Central Asia (excluding high income),1999,-489418.0
Europe & Central Asia (excluding high income),1998,-1010553.0
Europe & Central Asia (excluding high income),1997,-642112.0
Europe & Central Asia (excluding high income),1996,-483138.0
Europe & Central Asia (excluding high income),1995,-377596.0
Europe & Central Asia (excluding high income),1994,-799278.0
Europe & Central Asia (excluding high income),1993,-420933.0
Europe & Central Asia (excluding high income),1992,-708012.0
Europe & Central Asia (excluding high income),1991,-380575.0
Europe & Central Asia (excluding high income),1990,-252265.0
Europe & Central Asia (excluding high income),1989,-319828.0
Europe & Central Asia (excluding high income),1988,52279.0
Europe & Central Asia (excluding high income),1987,34632.0
Europe & Central Asia (excluding high income),1986,70148.0
Europe & Central Asia (excluding high income),1985,-34482.0
Europe & Central Asia (excluding high income),1984,-15306.0
Europe & Central Asia (excluding high income),1983,60517.0
Europe & Central Asia (excluding high income),1982,-120136.0
Europe & Central Asia (excluding high income),1981,-322563.0
Europe & Central Asia (excluding high income),1980,-217542.0
Europe & Central Asia (excluding high income),1979,-193254.0
Europe & Central Asia (excluding high income),1978,-31003.0
Europe & Central Asia (excluding high income),1977,71146.0
Europe & Central Asia (excluding high income),1976,3933.0
Europe & Central Asia (excluding high income),1975,-66486.0
Europe & Central Asia (excluding high income),1974,-126480.0
Europe & Central Asia (excluding high income),1973,-194363.0
Europe & Central Asia (excluding high income),1972,-123516.0
Europe & Central Asia (excluding high income),1971,-125301.0
Europe & Central Asia (excluding high income),1970,-266473.0
Europe & Central Asia (excluding high income),1969,182468.0
Europe & Central Asia (excluding high income),1968,239538.0
Europe & Central Asia (excluding high income),1967,336423.0
Europe & Central Asia (excluding high income),1966,266429.0
Europe & Central Asia (excluding high income),1965,59762.0
Europe & Central Asia (excluding high income),1964,105770.0
Europe & Central Asia (excluding high income),1963,84508.0
Europe & Central Asia (excluding high income),1962,51507.0
Europe & Central Asia (excluding high income),1961,100862.0
Europe & Central Asia (excluding high income),1960,2806.0
Europe & Central Asia (IDA & IBRD countries),2022,
Europe & Central Asia (IDA & IBRD countries),2021,66551.0
Europe & Central Asia (IDA & IBRD countries),2020,80824.0
Europe & Central Asia (IDA & IBRD countries),2019,-218512.0
Europe & Central Asia (IDA & IBRD countries),2018,-314596.0
Europe & Central Asia (IDA & IBRD countries),2017,-288666.0
Europe & Central Asia (IDA & IBRD countries),2016,362637.0
Europe & Central Asia (IDA & IBRD countries),2015,367540.0
Europe & Central Asia (IDA & IBRD countries),2014,534556.0
Europe & Central Asia (IDA & IBRD countries),2013,343508.0
Europe & Central Asia (IDA & IBRD countries),2012,287660.0
Europe & Central Asia (IDA & IBRD countries),2011,-23055.0
Europe & Central Asia (IDA & IBRD countries),2010,-165825.0
Europe & Central Asia (IDA & IBRD countries),2009,-61918.0
Europe & Central Asia (IDA & IBRD countries),2008,-212689.0
Europe & Central Asia (IDA & IBRD countries),2007,-239236.0
Europe & Central Asia (IDA & IBRD countries),2006,-256271.0
Europe & Central Asia (IDA & IBRD countries),2005,-251418.0
Europe & Central Asia (IDA & IBRD countries),2004,-231899.0
Europe & Central Asia (IDA & IBRD countries),2003,-215465.0
Europe & Central Asia (IDA & IBRD countries),2002,-343997.0
Europe & Central Asia (IDA & IBRD countries),2001,-400386.0
Europe & Central Asia (IDA & IBRD countries),2000,-30525.0
Europe & Central Asia (IDA & IBRD countries),1999,-647949.0
Europe & Central Asia (IDA & IBRD countries),1998,-1188006.0
Europe & Central Asia (IDA & IBRD countries),1997,-821617.0
Europe & Central Asia (IDA & IBRD countries),1996,-641143.0
Europe & Central Asia (IDA & IBRD countries),1995,-553730.0
Europe & Central Asia (IDA & IBRD countries),1994,-889756.0
Europe & Central Asia (IDA & IBRD countries),1993,-506483.0
Europe & Central Asia (IDA & IBRD countries),1992,-862365.0
Europe & Central Asia (IDA & IBRD countries),1991,-505894.0
Europe & Central Asia (IDA & IBRD countries),1990,-339957.0
Europe & Central Asia (IDA & IBRD countries),1989,-386887.0
Europe & Central Asia (IDA & IBRD countries),1988,-87808.0
Europe & Central Asia (IDA & IBRD countries),1987,-24073.0
Europe & Central Asia (IDA & IBRD countries),1986,12664.0
Europe & Central Asia (IDA & IBRD countries),1985,-60802.0
Europe & Central Asia (IDA & IBRD countries),1984,-39057.0
Europe & Central Asia (IDA & IBRD countries),1983,59468.0
Europe & Central Asia (IDA & IBRD countries),1982,-138160.0
Europe & Central Asia (IDA & IBRD countries),1981,-345102.0
Europe & Central Asia (IDA & IBRD countries),1980,-243553.0
Europe & Central Asia (IDA & IBRD countries),1979,-239940.0
Europe & Central Asia (IDA & IBRD countries),1978,-112100.0
Europe & Central Asia (IDA & IBRD countries),1977,12109.0
Europe & Central Asia (IDA & IBRD countries),1976,46697.0
Europe & Central Asia (IDA & IBRD countries),1975,-43365.0
Europe & Central Asia (IDA & IBRD countries),1974,-106281.0
Europe & Central Asia (IDA & IBRD countries),1973,-148713.0
Europe & Central Asia (IDA & IBRD countries),1972,-106744.0
Europe & Central Asia (IDA & IBRD countries),1971,-128216.0
Europe & Central Asia (IDA & IBRD countries),1970,-352704.0
Europe & Central Asia (IDA & IBRD countries),1969,102109.0
Europe & Central Asia (IDA & IBRD countries),1968,73146.0
Europe & Central Asia (IDA & IBRD countries),1967,138249.0
Europe & Central Asia (IDA & IBRD countries),1966,233405.0
Europe & Central Asia (IDA & IBRD countries),1965,28969.0
Europe & Central Asia (IDA & IBRD countries),1964,68298.0
Europe & Central Asia (IDA & IBRD countries),1963,46434.0
Europe & Central Asia (IDA & IBRD countries),1962,32887.0
Europe & Central Asia (IDA & IBRD countries),1961,78531.0
Europe & Central Asia (IDA & IBRD countries),1960,-44908.0
European Union,2022,
European Union,2021,910755.0
European Union,2020,872273.0
European Union,2019,1192639.0
European Union,2018,1075197.0
European Union,2017,920207.0
European Union,2016,788042.0
European Union,2015,692113.0
European Union,2014,526035.0
European Union,2013,396229.0
European Union,2012,587283.0
European Union,2011,677777.0
European Union,2010,720366.0
European Union,2009,825168.0
European Union,2008,1231121.0
European Union,2007,1682488.0
European Union,2006,1257909.0
European Union,2005,1238908.0
European Union,2004,1416131.0
European Union,2003,1438983.0
European Union,2002,1235010.0
European Union,2001,519142.0
European Union,2000,773989.0
European Union,1999,428379.0
European Union,1998,406258.0
European Union,1997,442574.0
European Union,1996,504922.0
European Union,1995,529074.0
European Union,1994,640169.0
European Union,1993,709747.0
European Union,1992,670047.0
European Union,1991,683995.0
European Union,1990,516313.0
European Union,1989,465434.0
European Union,1988,329985.0
European Union,1987,346632.0
European Union,1986,302067.0
European Union,1985,253449.0
European Union,1984,172186.0
European Union,1983,131696.0
European Union,1982,49910.0
European Union,1981,120688.0
European Union,1980,409244.0
European Union,1979,162949.0
European Union,1978,141613.0
European Union,1977,211569.0
European Union,1976,334795.0
European Union,1975,314753.0
European Union,1974,466722.0
European Union,1973,490136.0
European Union,1972,478991.0
European Union,1971,384514.0
European Union,1970,-106681.0
European Union,1969,-22687.0
European Union,1968,-96612.0
European Union,1967,-47618.0
European Union,1966,102925.0
European Union,1965,78304.0
European Union,1964,71284.0
European Union,1963,62566.0
European Union,1962,47465.0
European Union,1961,-61085.0
European Union,1960,-234924.0
Fragile and conflict affected situations,2022,
Fragile and conflict affected situations,2021,-1269284.0
Fragile and conflict affected situations,2020,-499924.0
Fragile and conflict affected situations,2019,-1470507.0
Fragile and conflict affected situations,2018,-1882885.0
Fragile and conflict affected situations,2017,-2323259.0
Fragile and conflict affected situations,2016,-1476682.0
Fragile and conflict affected situations,2015,-2270270.0
Fragile and conflict affected situations,2014,-1763697.0
Fragile and conflict affected situations,2013,-1097458.0
Fragile and conflict affected situations,2012,-479370.0
Fragile and conflict affected situations,2011,-1209500.0
Fragile and conflict affected situations,2010,-648956.0
Fragile and conflict affected situations,2009,-439000.0
Fragile and conflict affected situations,2008,-316340.0
Fragile and conflict affected situations,2007,-1355483.0
Fragile and conflict affected situations,2006,-863566.0
Fragile and conflict affected situations,2005,-128484.0
Fragile and conflict affected situations,2004,-505638.0
Fragile and conflict affected situations,2003,-57315.0
Fragile and conflict affected situations,2002,818500.0
Fragile and conflict affected situations,2001,-713052.0
Fragile and conflict affected situations,2000,-1462769.0
Fragile and conflict affected situations,1999,-433483.0
Fragile and conflict affected situations,1998,-574051.0
Fragile and conflict affected situations,1997,-1022085.0
Fragile and conflict affected situations,1996,-1430549.0
Fragile and conflict affected situations,1995,-168419.0
Fragile and conflict affected situations,1994,2508863.0
Fragile and conflict affected situations,1993,1330294.0
Fragile and conflict affected situations,1992,1525204.0
Fragile and conflict affected situations,1991,-403676.0
Fragile and conflict affected situations,1990,-1527207.0
Fragile and conflict affected situations,1989,-632311.0
Fragile and conflict affected situations,1988,-955003.0
Fragile and conflict affected situations,1987,-1065572.0
Fragile and conflict affected situations,1986,-679324.0
Fragile and conflict affected situations,1985,-762669.0
Fragile and conflict affected situations,1984,144729.0
Fragile and conflict affected situations,1983,-921715.0
Fragile and conflict affected situations,1982,-621240.0
Fragile and conflict affected situations,1981,-1877297.0
Fragile and conflict affected situations,1980,-1541831.0
Fragile and conflict affected situations,1979,-390377.0
Fragile and conflict affected situations,1978,-396588.0
Fragile and conflict affected situations,1977,-581935.0
Fragile and conflict affected situations,1976,497367.0
Fragile and conflict affected situations,1975,-42840.0
Fragile and conflict affected situations,1974,56614.0
Fragile and conflict affected situations,1973,-112086.0
Fragile and conflict affected situations,1972,-183908.0
Fragile and conflict affected situations,1971,-180590.0
Fragile and conflict affected situations,1970,-156326.0
Fragile and conflict affected situations,1969,-111869.0
Fragile and conflict affected situations,1968,-31535.0
Fragile and conflict affected situations,1967,1708.0
Fragile and conflict affected situations,1966,-27782.0
Fragile and conflict affected situations,1965,-20867.0
Fragile and conflict affected situations,1964,36392.0
Fragile and conflict affected situations,1963,10866.0
Fragile and conflict affected situations,1962,2292.0
Fragile and conflict affected situations,1961,41629.0
Fragile and conflict affected situations,1960,-34944.0
Heavily indebted poor countries (HIPC),2022,
Heavily indebted poor countries (HIPC),2021,-537784.0
Heavily indebted poor countries (HIPC),2020,60641.0
Heavily indebted poor countries (HIPC),2019,-472979.0
Heavily indebted poor countries (HIPC),2018,-243350.0
Heavily indebted poor countries (HIPC),2017,50447.0
Heavily indebted poor countries (HIPC),2016,370860.0
Heavily indebted poor countries (HIPC),2015,-589781.0
Heavily indebted poor countries (HIPC),2014,-34392.0
Heavily indebted poor countries (HIPC),2013,-625153.0
Heavily indebted poor countries (HIPC),2012,-927382.0
Heavily indebted poor countries (HIPC),2011,-774337.0
Heavily indebted poor countries (HIPC),2010,-1201553.0
Heavily indebted poor countries (HIPC),2009,-937537.0
Heavily indebted poor countries (HIPC),2008,-609343.0
Heavily indebted poor countries (HIPC),2007,-1558277.0
Heavily indebted poor countries (HIPC),2006,-695753.0
Heavily indebted poor countries (HIPC),2005,-342704.0
Heavily indebted poor countries (HIPC),2004,-832272.0
Heavily indebted poor countries (HIPC),2003,-266275.0
Heavily indebted poor countries (HIPC),2002,646391.0
Heavily indebted poor countries (HIPC),2001,-802955.0
Heavily indebted poor countries (HIPC),2000,-1651682.0
Heavily indebted poor countries (HIPC),1999,-575014.0
Heavily indebted poor countries (HIPC),1998,-531909.0
Heavily indebted poor countries (HIPC),1997,-850449.0
Heavily indebted poor countries (HIPC),1996,-617944.0
Heavily indebted poor countries (HIPC),1995,-159930.0
Heavily indebted poor countries (HIPC),1994,119311.0
Heavily indebted poor countries (HIPC),1993,816012.0
Heavily indebted poor countries (HIPC),1992,1101436.0
Heavily indebted poor countries (HIPC),1991,-690497.0
Heavily indebted poor countries (HIPC),1990,-1673421.0
Heavily indebted poor countries (HIPC),1989,-629064.0
Heavily indebted poor countries (HIPC),1988,-815407.0
Heavily indebted poor countries (HIPC),1987,-792464.0
Heavily indebted poor countries (HIPC),1986,-779175.0
Heavily indebted poor countries (HIPC),1985,-615495.0
Heavily indebted poor countries (HIPC),1984,-152548.0
Heavily indebted poor countries (HIPC),1983,-483862.0
Heavily indebted poor countries (HIPC),1982,-674980.0
Heavily indebted poor countries (HIPC),1981,-2096631.0
Heavily indebted poor countries (HIPC),1980,-2375499.0
Heavily indebted poor countries (HIPC),1979,-611896.0
Heavily indebted poor countries (HIPC),1978,327371.0
Heavily indebted poor countries (HIPC),1977,-667088.0
Heavily indebted poor countries (HIPC),1976,-267102.0
Heavily indebted poor countries (HIPC),1975,-85640.0
Heavily indebted poor countries (HIPC),1974,27577.0
Heavily indebted poor countries (HIPC),1973,-80909.0
Heavily indebted poor countries (HIPC),1972,-223350.0
Heavily indebted poor countries (HIPC),1971,-159715.0
Heavily indebted poor countries (HIPC),1970,-19463.0
Heavily indebted poor countries (HIPC),1969,-39578.0
Heavily indebted poor countries (HIPC),1968,22619.0
Heavily indebted poor countries (HIPC),1967,11978.0
Heavily indebted poor countries (HIPC),1966,-26859.0
Heavily indebted poor countries (HIPC),1965,-37476.0
Heavily indebted poor countries (HIPC),1964,-49265.0
